,country,year,c_dollar2_poverty,c_forest_area,c_health_expenditure,c_out_of_pocket,c_physician,c_tuberculosis,c_urban_pop,Unnamed: 0,hdicode,ASR (female),ASR (male)
232,Czechia,2011,73.185,,34.4371617247184,1269.27130281,227.81,247.28,6.2,43,4.0,14.03472576,41.99432445
233,Czechia,2012,73.197,,34.465673960896,1159.09999182,212.16,228.31,6.2,43,4.0,14.26686883,40.15922192
234,Czechia,2013,73.29,,34.4986531986532,1296.55383277,211.19,257.96,5.2,43,4.0,13.51072723,38.14346387
235,Czechia,2014,73.384,,34.5271691271691,1249.22522547,213.05,263.7,5.2,43,4.0,13.21283388,35.94201092
236,Czechia,2015,73.477,,34.5601606009584,1055.9097278,190.4,228.14,5.6,43,4.0,13.19961035,34.64727609
237,Czechia,2016,73.57,,34.579070068644,1082.12039155,198.56,239.5,5.6,43,4.0,12.88593307,34.28955559
238,Czechia,2017,73.675,,34.6025126278979,1281.97432773,221.88,243.37,5.4,43,4.0,13.67365231,33.46718293
239,Czechia,2018,73.792,,34.6259551871519,1482.13306676,248.72,271.07,4.7,43,4.0,13.51556995,30.479933
240,Germany,2000,74.965,,32.5376128385155,1833.38793314,288.09,510.96,12.0,44,4.0,10.80145587,42.10899542
241,Germany,2001,75.17,,32.5580395528805,1834.45042551,288.27,512.22,9.4,44,4.0,10.88414874,40.12846131
242,Germany,2002,75.374,,32.5775382674999,1998.07328616,322.87,569.43,9.4,44,4.0,11.25409563,39.50014326
243,Germany,2003,75.577,,32.5979759754594,2440.50730224,404.83,712.29,9.5,44,4.0,11.40188532,38.45462288
244,Germany,2004,75.779,,32.6174843019755,2625.78082102,485.21,834.04,8.4,44,4.0,11.78862347,37.57057511
245,Germany,2005,75.98,,32.6341897006537,2692.66683939,502.43,865.55,7.7,44,4.0,12.3877552,36.7913185
246,Germany,2006,76.179,,32.653704978206,2782.27511483,536.57,915.77,7.0,44,4.0,12.4900819,36.00799957
247,Germany,2007,76.378,,32.6741618148966,3144.0715701,602.95,,6.3,44,4.0,12.85035001,35.30123655
248,Germany,2008,76.575,,32.6936867165763,3515.12841575,659.32,,5.6,44,4.0,13.36604228,35.08783275
249,Germany,2009,76.771,,32.7113393190098,3536.69092682,649.64,,5.6,44,4.0,13.45913612,33.99156289
250,Germany,2010,76.966,,32.7308718478354,3490.37949493,643.89,,5.5,44,4.0,13.79569737,33.37424982
251,Germany,2011,77.16,,32.7375487720909,3798.92270278,705.59,,5.5,44,4.0,14.42771687,33.02536289
252,Germany,2012,77.17,,32.7451655477133,3595.1677159,675.42,,5.4,44,4.0,14.68796071,32.54665205
253,Germany,2013,77.18,,32.7189864709929,3897.29815826,679.19,,5.6,44,4.0,14.90122346,32.0715606
254,Germany,2014,77.19,,32.7228432215535,4087.52685198,690.42,,5.8,44,4.0,14.85096471,31.24855957
255,Germany,2015,77.2,,32.7323281545606,3559.03619035,605.24,,7.6,44,4.0,15.14467766,30.54300011
256,Germany,2016,77.224,,32.685482024273,3665.82423362,614.97,,7.7,44,4.0,15.40757211,29.96821232
257,Germany,2017,77.261,,32.6845464693591,3929.09316483,655.06,,7.1,44,4.0,15.08666646,28.7603894
258,Germany,2018,77.312,,32.6836109680005,4251.8416085,726.23,,7.0,44,4.0,14.97159029,28.17997365
259,Denmark,2000,85.1,,14.29,2074.39913393,383.3,421.65,13.0,47,4.0,27.33110589,44.0529375
260,Denmark,2001,85.15,,14.327225,2170.75218637,393.41,431.89,11.0,47,4.0,28.02983475,41.91514573
261,Denmark,2002,85.25,,14.36445,2426.8539348,426.51,468.95,8.6,47,4.0,27.34329518,39.81775623
262,Denmark,2003,85.36,,14.401675,3026.66444776,525.08,580.38,8.3,47,4.0,28.15655692,40.46202424
263,Denmark,2004,85.566,,14.4389,3504.77799773,623.83,690.1,7.6,47,4.0,29.1336684,40.82300157
264,Denmark,2005,85.856,,14.476125,3720.54368225,653.49,722.21,8.4,47,4.0,30.19776094,38.98949306
265,Denmark,2006,86.098,,14.51335,4008.06871201,694.2,770.82,7.2,47,4.0,29.73151252,40.8429156
266,Denmark,2007,86.293,,14.550575,4577.48692282,796.3,890.89,7.5,47,4.0,26.43779595,35.31161783
267,Denmark,2008,86.487,,14.5878,5156.95134352,866.52,980.82,6.9,47,4.0,28.29341829,36.76929161
268,Denmark,2009,86.654,,14.625025,5254.76143543,851.41,966.93,6.1,47,4.0,28.27633203,34.00930174
269,Denmark,2010,86.795,,14.66225,5200.32239977,845.95,970.96,6.9,47,4.0,27.97378469,33.94543103
270,Denmark,2011,86.957,,14.8532,5403.97892686,894.77,,7.4,47,4.0,26.8657824,31.59187921
271,Denmark,2012,87.142,,15.04415,5204.01156976,833.56,964.33,7.0,47,4.0,26.75006418,32.82704798
272,Denmark,2013,87.292,,15.2351,5350.14708704,845.49,984.27,6.7,47,4.0,25.47184166,31.62015445
273,Denmark,2014,87.41,,15.42605,5460.88079209,862.64,,6.0,47,4.0,25.50294219,31.90563109
274,Denmark,2015,87.526,,15.617,4660.90738566,744.51,870.97,6.5,47,4.0,25.61353984,29.44014648
275,Denmark,2016,87.642,,15.6165,4734.65313802,760.49,889.68,5.9,47,4.0,24.69479219,28.42210889
276,Denmark,2017,87.757,,15.64,4898.05096956,798.89,935.97,5.1,47,4.0,23.64760644,28.1526783
277,Denmark,2018,87.874,,15.664,5219.89087357,861.62,,5.4,47,4.0,21.88147927,24.7616986
278,Ecuador,2000,60.299,48.33,55.2846674182638,13.94289014,30.73,33.04,68.0,50,3.0,3.273897951,6.530517628
279,Ecuador,2001,60.799,71.49,55.0018883878241,23.90716577,43.59,46.19,58.0,50,3.0,3.787133309,6.480000526
280,Ecuador,2002,61.118,97.71,54.7191093573844,30.85931309,61.21,65.82,55.0,50,3.0,3.500136024,7.22764958
281,Ecuador,2003,61.316,132.66,54.4363303269448,40.67306938,82.32,91.24,64.0,50,3.0,3.186122812,6.318120709
282,Ecuador,2004,61.514,150.5,54.1535512965051,46.84293229,91.62,101.88,58.0,50,3.0,4.162452957,6.493349124
283,Ecuador,2005,61.711,168.63,53.8707722660654,50.72355379,105.95,116.89,40.0,50,3.0,4.030228908,6.874483077
284,Ecuador,2006,61.907,190.53,53.5879932356257,60.72194101,116.14,128.01,41.0,50,3.0,3.552127334,6.349407589
285,Ecuador,2007,62.104,191.11,53.305214205186,73.21218379,105.85,116.97,43.0,50,3.0,3.828230311,6.154573658
286,Ecuador,2008,62.3,229.1,53.0224351747463,89.43258294,125.54,138.65,42.0,50,3.0,3.542883543,6.452523644
287,Ecuador,2009,62.495,241.68,52.7396561443067,100.9746068,125.72,139.6,40.0,50,3.0,4.00461877,6.333262278
288,Ecuador,2010,62.69,283.82,52.456877113867,131.53986146,134.39,147.52,40.0,50,3.0,3.883787234,6.667274195
289,Ecuador,2011,62.851,337.0,52.2885649863102,159.48650612,156.53,176.8,42.0,50,3.0,4.03710127,6.487880622
290,Ecuador,2012,62.988,383.99,52.1202528587534,195.21298372,165.79,188.03,44.0,50,3.0,4.135383209,6.183872444
291,Ecuador,2013,63.125,411.5,51.9519407311966,231.4442174,156.5,179.42,42.0,50,3.0,3.259024103,5.18625897
292,Ecuador,2014,63.261,428.63,51.7836286036399,262.2959377,142.15,165.49,40.0,50,3.0,4.035260145,5.151577737
293,Ecuador,2015,63.398,459.27,51.6153164760831,264.38187882,166.56,193.83,39.0,50,3.0,3.516661357,5.312642341
294,Ecuador,2016,63.534,442.55,51.3565388951522,268.45775,146.69,173.23,40.0,50,3.0,3.818621682,4.805054821
295,Ecuador,2017,63.67,464.02,51.0977613142213,283.88446413,150.48,179.51,43.0,50,3.0,4.138898211,5.269988763
296,Spain,2000,76.262,,34.256372745491,727.27199401,244.53,287.93,23.0,53,4.0,4.586538196,45.56109897
297,Spain,2001,76.343,,34.5805002808313,752.55984512,259.72,302.76,19.0,53,4.0,4.718516995,46.33079913
298,Spain,2002,76.533,,34.8353077909586,845.96814628,288.94,340.15,20.0,53,4.0,5.025821326,44.78234075
299,Spain,2003,76.778,,35.114186414535,1166.75634342,368.5,474.16,27.0,53,4.0,5.247562536,45.00994452
300,Spain,2004,77.022,,35.4070555711367,1372.95994126,426.39,551.31,16.0,53,4.0,5.698724768,44.44355671
301,Spain,2005,77.263,,35.7042517381635,1474.27184908,448.42,586.05,19.0,53,4.0,5.52970551,43.09533629
